timestamp,cpu_usage,api_latency,error_rate,disk_io,anomaly
2026-04-24 17:50:12.486559,90.0,295.5,6.43238741450402,257.0,1
2026-04-24 17:51:12.486559,55.0,180.0,7.264037315528075,280.0,0
2026-04-24 17:52:12.486559,73.0,209.5,7.550381865660519,314.29999999999995,0
2026-04-24 17:53:12.486559,58.0,224.0,7.940532043782842,285.0,0
2026-04-24 17:54:12.486559,63.0,205.5,2.7172566679207244,336.7,0
2026-04-24 17:55:12.486559,78.0,229.0,6.220375586767806,296.79999999999995,0
2026-04-24 17:56:12.486559,81.0,280.5,2.476917571610496,281.4,0
2026-04-24 17:57:12.486559,52.0,249.0,7.726602627016232,157.0,0
2026-04-24 17:58:12.486559,58.0,294.0,4.247934302108053,147.0,0
2026-04-24 17:59:12.486559,52.0,290.0,7.740906041016469,229.6,0
2026-04-24 18:00:12.486559,72.0,202.5,3.5888635329081184,278.59999999999997,0
2026-04-24 18:01:12.486559,80.0,273.0,4.2701498117005405,261.0,0
2026-04-24 18:02:12.486559,64.0,184.0,2.1586562943084466,221.89999999999998,0
2026-04-24 18:03:12.486559,77.0,245.0,5.670357916473357,305.9,0
2026-04-24 18:04:12.486559,57.0,272.0,6.518060001559772,315.0,0
2026-04-24 18:05:12.486559,41.0,220.5,2.3966992958830717,303.79999999999995,0
2026-04-24 18:06:12.486559,47.0,278.0,6.424751788528647,230.99999999999997,0
2026-04-24 18:07:12.486559,72.0,169.5,5.859125073869495,274.4,0
2026-04-24 18:08:12.486559,84.0,159.0,5.680027200855599,234.49999999999997,0
2026-04-24 18:09:12.486559,59.0,189.5,6.291878956245522,297.0,0
2026-04-24 18:10:12.486559,71.0,273.5,2.3477805773057003,241.49999999999997,0
2026-04-24 18:11:12.486559,54.0,246.0,7.183983170727996,298.0,0
2026-04-24 18:12:12.486559,68.0,267.5,7.253821887059854,244.29999999999998,0
2026-04-24 18:13:12.486559,46.0,263.0,3.0368216254055613,248.0,0
2026-04-24 18:14:12.486559,49.0,274.0,6.971743267513791,235.89999999999998,0
2026-04-24 18:15:12.486559,66.0,291.5,1.2998541461143631,179.0,0
2026-04-24 18:16:12.486559,55.199999999999996,247.5,7.8973911576121125,306.59999999999997,1
2026-04-24 18:17:12.486559,48.0,297.0,2.9054546794913416,176.0,0
2026-04-24 18:18:12.486559,72.0,204.5,7.709198772456093,256.9,0
2026-04-24 18:19:12.486559,69.0,248.0,4.88233788951913,304.5,0
2026-04-24 18:20:12.486559,81.0,194.0,3.836910405743953,244.0,0
2026-04-24 18:21:12.486559,84.0,272.5,4.073900925577738,253.0,0
2026-04-24 18:22:12.486559,84.0,294.5,2.1611345016507353,222.6,0
2026-04-24 18:23:12.486559,40.0,287.0,5.461414379890674,179.0,0
2026-04-24 18:24:12.486559,56.0,287.0,6.7969898637763695,284.2,0
2026-04-24 18:25:12.486559,44.0,269.0,5.730224064670395,252.7,0
2026-04-24 18:26:12.486559,48.0,233.5,4.394260851569,245.0,0
2026-04-24 18:27:12.486559,82.0,163.5,5.4963783787936045,323.4,0
2026-04-24 18:28:12.486559,65.0,213.5,3.5951028687172952,251.0,0
2026-04-24 18:29:12.486559,62.0,185.0,2.5036976996035003,107.0,0
2026-04-24 18:30:12.486559,75.0,244.5,3.563442772921566,337.4,0
2026-04-24 18:31:12.486559,55.8,247.0,4.396385891344588,340.2,0
2026-04-24 18:32:12.486559,57.0,225.5,6.585294682728064,148.0,0
2026-04-24 18:33:12.486559,59.0,157.0,6.916169435244638,297.5,0
2026-04-24 18:34:12.486559,41.0,295.0,2.574522039677374,332.5,1
2026-04-24 18:35:12.486559,58.199999999999996,201.0,5.715232849007257,298.0,0
2026-04-24 18:36:12.486559,54.6,300.0,1.5313497479264693,273.0,0
2026-04-24 18:37:12.486559,78.0,277.5,5.073564068538264,259.7,0
2026-04-24 18:38:12.486559,55.8,252.0,1.0446947710263044,233.1,1
2026-04-24 18:39:12.486559,78.0,242.0,2.5767025487037887,184.0,0
2026-04-24 18:40:12.486559,42.0,284.5,7.977710923009716,219.79999999999998,0
2026-04-24 18:41:12.486559,79.0,259.5,4.917904958771722,130.0,0
2026-04-24 18:42:12.486559,66.0,222.0,3.811459189076005,326.9,0
2026-04-24 18:43:12.486559,69.0,237.0,3.9352045477797235,212.0,0
2026-04-24 18:44:12.486559,57.599999999999994,219.0,0.7628750037916276,332.5,1
2026-04-24 18:45:12.486559,40.0,189.5,7.574412751030995,211.39999999999998,0
2026-04-24 18:46:12.486559,47.0,220.0,3.22126321496038,299.0,0
2026-04-24 18:47:12.486559,62.0,281.5,7.457432649749041,263.2,0
2026-04-24 18:48:12.486559,82.0,287.0,7.047824396567077,227.0,0
2026-04-24 18:49:12.486559,50.0,293.0,1.918254557233705,298.0,0
2026-04-24 18:50:12.486559,58.199999999999996,183.0,7.236488659998867,193.0,1
2026-04-24 18:51:12.486559,70.0,236.0,5.15370642108745,117.0,0
2026-04-24 18:52:12.486559,82.0,214.0,3.6968721996842335,144.0,0
2026-04-24 18:53:12.486559,41.0,288.5,3.4551803753054493,297.0,0
2026-04-24 18:54:12.486559,63.0,195.5,6.006499604988784,228.2,0
2026-04-24 18:55:12.486559,72.0,263.5,6.717203623068134,275.09999999999997,0
2026-04-24 18:56:12.486559,71.0,268.0,7.442142856969396,211.0,0
2026-04-24 18:57:12.486559,53.0,251.0,6.625100822727344,139.0,0
2026-04-24 18:58:12.486559,81.0,190.5,4.367082444598553,293.0,0
2026-04-24 18:59:12.486559,77.0,239.5,6.275972058479356,331.79999999999995,0
2026-04-24 19:00:12.486559,80.0,270.0,5.338194119402309,270.2,0
2026-04-24 19:01:12.486559,57.0,195.5,5.0766967960697125,333.9,0
2026-04-24 19:02:12.486559,82.0,229.0,4.62215862511017,127.0,0
2026-04-24 19:03:12.486559,61.0,262.5,3.0678822749020824,297.5,0
2026-04-24 19:04:12.486559,48.0,196.5,2.8588114976726473,192.0,0
2026-04-24 19:05:12.486559,82.0,279.0,5.102116064842581,268.09999999999997,0
2026-04-24 19:06:12.486559,65.0,152.5,5.158972306309806,234.49999999999997,0
2026-04-24 19:07:12.486559,84.0,195.0,3.1888476249775977,329.0,0
2026-04-24 19:08:12.486559,55.199999999999996,190.5,4.9896854166954805,266.0,0
2026-04-24 19:09:12.486559,58.199999999999996,162.0,6.627507926403782,188.0,1
2026-04-24 19:10:12.486559,59.0,221.0,4.137428360046161,329.7,0
2026-04-24 19:11:12.486559,53.0,275.0,4.857639360539631,312.9,0
2026-04-24 19:12:12.486559,59.0,213.5,4.20388409293171,219.0,0
2026-04-24 19:13:12.486559,52.0,201.5,0.0800734069320441,243.0,0
2026-04-24 19:14:12.486559,54.0,249.5,1.4340608998250937,230.99999999999997,0
2026-04-24 19:15:12.486559,47.0,188.0,4.75321179139469,286.0,0
2026-04-24 19:16:12.486559,40.0,187.5,4.923086917694924,132.0,0
2026-04-24 19:17:12.486559,75.0,230.0,6.986479757349845,308.0,0
2026-04-24 19:18:12.486559,84.0,163.5,6.052961955595605,256.9,0
2026-04-24 19:19:12.486559,74.0,195.0,4.758140383107962,290.5,0
2026-04-24 19:20:12.486559,48.0,260.5,4.19789012187015,117.0,0
2026-04-24 19:21:12.486559,80.0,173.5,7.093929491723729,291.2,0
2026-04-24 19:22:12.486559,55.0,159.0,4.444134231300793,341.59999999999997,0
2026-04-24 19:23:12.486559,90.0,241.5,4.266267664926579,252.0,0
2026-04-24 19:24:12.486559,48.0,252.0,7.938492519741053,309.4,0
2026-04-24 19:25:12.486559,63.0,224.0,2.607641037759092,214.2,0
2026-04-24 19:26:12.486559,41.0,258.5,7.806015075245444,112.0,1
2026-04-24 19:27:12.486559,57.0,255.0,7.325556557860576,260.0,0
2026-04-24 19:28:12.486559,55.0,204.0,4.766270096763566,281.4,0
2026-04-24 19:29:12.486559,53.0,293.0,4.21038460002404,298.0,0
2026-04-24 19:30:12.486559,55.0,193.0,4.030635707622611,223.0,0
2026-04-24 19:31:12.486559,68.0,201.0,5.506255126693003,248.0,0
2026-04-24 19:32:12.486559,77.0,263.0,7.980942109725844,214.89999999999998,0
2026-04-24 19:33:12.486559,69.0,211.0,3.1955398028534603,167.0,0
2026-04-24 19:34:12.486559,80.0,227.0,7.38054605456324,198.0,0
2026-04-24 19:35:12.486559,50.0,203.5,2.194261019887855,231.7,0
2026-04-24 19:36:12.486559,62.0,283.0,1.275723141427838,160.0,0
2026-04-24 19:37:12.486559,74.0,229.0,4.104357848085605,202.0,0
2026-04-24 19:38:12.486559,63.0,288.0,5.168598836946934,277.0,0
2026-04-24 19:39:12.486559,65.0,243.0,1.66818188628868,303.09999999999997,0
2026-04-24 19:40:12.486559,66.0,216.0,6.767733248656114,128.0,0
2026-04-24 19:41:12.486559,82.0,200.0,4.223419269763999,123.0,0
2026-04-24 19:42:12.486559,77.0,134.0,0.1912766843427094,169.0,1
2026-04-24 19:43:12.486559,56.0,254.5,2.979079700948948,206.0,0
2026-04-24 19:44:12.486559,71.0,256.0,7.188070008482163,293.0,0
2026-04-24 19:45:12.486559,62.0,117.0,7.6329374646110955,347.9,1
2026-04-24 19:46:12.486559,42.0,207.0,3.609037494632239,267.4,0
2026-04-24 19:47:12.486559,61.0,297.0,6.016119892192383,251.99999999999997,0
2026-04-24 19:48:12.486559,57.0,282.0,2.32787439624057,333.9,0
2026-04-24 19:49:12.486559,55.0,255.5,7.461213438433241,108.0,1
2026-04-24 19:50:12.486559,62.0,190.5,2.0330322903553397,259.0,0
2026-04-24 19:51:12.486559,48.0,282.0,6.550316930583287,274.4,0
2026-04-24 19:52:12.486559,66.0,105.0,4.925167835093929,238.0,0
2026-04-24 19:53:12.486559,73.0,181.0,3.419602935314228,251.29999999999998,0
2026-04-24 19:54:12.486559,73.0,230.5,2.1086329061927533,248.0,0
2026-04-24 19:55:12.486559,79.0,196.0,4.553040060069459,260.0,0
2026-04-24 19:56:12.486559,46.0,207.0,3.4912319940405796,293.0,0
